Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed,Parsimony,FC_0h,FC_4h,FC_6h,FC_12h,pvalue_ttest_12h_vs_0h
YIL148W,RPL40A,"Fusion protein, identical to Rpl40Bp, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes",1504,75,C,UR,1,1.077812476,0.943897883,0.849175449,0.001170034
YDR093W,DNF2,"Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase",1184,11,C,UR,1,2.0280652,1.9452543,1.811907881,0.001176906
YFL002C,SPB4,"Putative ATP-dependent RNA helicase, nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients",764,6,C,UR,1,2.58634673,2.066255862,1.829240835,0.001178722
YKL094W,YJU3,"Monoglyceride lipase (MGL), functional ortholog of mammalian MGL, localizes to lipid particles and membranes, also member of the eukaryotic serine hydrolase family",474,15,C,UR,1,1.046351987,1.116999948,1.34883739,0.001178964
YIR003W,AIM21,Protein of unknown function involved in mitochondrial migration along actin filament; may interact with ribosomes; GFP-fusion protein colocalizes with Sac1p to the actin cytoskeleton,772,14,C,UR,1,0.545885279,0.578756823,0.637698698,0.001180736
YPR163C,TIF3,"Translation initiation factor eIF-4B, has RNA annealing activity; contains an RNA recognition motif and binds to single-stranded RNA",287,25,C,UR,1,0.79803629,0.786854098,0.647019816,0.001184095
YML131W,YML131W,"Putative protein of unknown function with similarity to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock, DNA damaging agents, and other chemicals; GFP-fusion protein localizes to the cytoplasm",499,8,C,UR,1,1.494864383,1.645054241,2.01855451,0.001184162
YMR237W,BCH1,"Member of the ChAPs family (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; may interact with ribosomes",488,14,C,UR,1,3.577606301,3.415670928,3.255977842,0.001189333
YGL167C,PMR1,High affinity Ca2+/Mn2+ P-type ATPase required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting and processing; mutations in human homolog ATP2C1 cause acantholytic skin condition Hailey-Hailey disease,1321,23,C,UR,1,3.06019474,2.819520838,3.043789655,0.001189655
YMR193W,MRPL24,Mitochondrial ribosomal protein of the large subunit,1663,1,C,UR,1,0.702309928,0.660948584,0.611078279,0.001197503
YKL021C,MAK11,"Protein involved in an early, nucleolar step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats",2246,14,C,UR,1,1.658226651,1.572994396,1.558536406,0.001202775
YNL173C,MDG1,Plasma membrane protein involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations,2100,4,C,UR,1,0.321413859,0.273076346,0.231891554,0.001205313
YER063W,THO1,"Conserved nuclear RNA-binding protein; specifically binds to transcribed chromatin in a THO- and RNA-dependent manner, genetically interacts with shuttling hnRNP NAB2; overproduction suppresses transcriptional defect caused by hpr1 mutation",838,5,C,UR,1,0.623082974,0.476226014,0.398965769,0.001219876
YKR016W,FCJ1,Mitochondrial inner membrane protein involved in formation and molecular structure of crista junctions; impairs oligomerization of F1F0-ATP synthase; null shows altered mitochondrial morphology and abnormal mitochondrial genome maintenance,1022,10,C,UR,1,0.678108153,0.665847919,0.66125538,0.0012225
YPL078C,ATP4,"Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex; phosphorylated",1064,16,C,UR,1,0.539079922,0.582436217,0.639635764,0.001223697
YHR159W,TDA11,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; potential Cdc28p substrate; null mutant is sensitive to expression of the top1-T722A allele,2750,4,C,UR,1,0.644553314,0.673636364,0.728597502,0.00122987
YGR061C,ADE6,"Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway",1073,70,C,UR,1,1.250084413,1.211353605,1.13792931,0.0012365
YHL039W,EFM1,Probable lysine methyltransferase involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,1539,4,C,UR,1,2.405867223,2.512395999,2.694135834,0.001237664
YDR062W,LCB2,"Component of serine palmitoyltransferase, responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine",1152,18,C,UR,1,2.705003743,2.385944015,2.342854458,0.001240059
YLR082C,SRL2,Protein of unknown function; overexpression suppresses the lethality caused by a rad53 null mutation,2221,1,C,UR,1,0.809147092,0.778490176,0.77039937,0.001241188
YBR212W,NGR1,RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; expressed in stationary phase,1123,3,C,UR,1,0.706553725,0.658766835,0.530426061,0.001245743
YBR130C,SHE3,Protein that acts as an adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance,2976,7,C,UR,1,0.670500957,0.679033812,0.544984897,0.001246786
YKR025W,RPC37,RNA polymerase III subunit C37,327,5,C,UR,1,0.971674085,0.889043818,0.569837498,0.001247387
YCR036W,RBK1,Putative ribokinase,2334,8,C,UR,1,0.981139665,1.095330185,1.282619754,0.001247827
YPR086W,SUA7,"Transcription factor TFIIB, a general transcription factor required for transcription initiation and start site selection by RNA polymerase II",2441,5,C,UR,1,1.668056101,1.506123846,1.392221235,0.001253658
YJR033C,RAV1,"Subunit of the RAVE complex (Rav1p, Rav2p, Skp1p), which promotes assembly of the V-ATPase holoenzyme; required for transport between the early and late endosome/PVC and for localization of TGN membrane proteins; potential Cdc28p substrate",2742,4,C,UR,1,3.279021301,3.047712375,3.637611086,0.001254385
YKR081C,RPF2,Essential protein involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles,3288,7,C,UR,1,1.913991805,1.519865198,1.403755616,0.001255265
YJR090C,GRR1,"F-box protein component of the SCF ubiquitin-ligase complex; involved in carbon catabolite repression, glucose-dependent divalent cation transport, high-affinity glucose transport, morphogenesis, and sulfite detoxification",3587,1,C,UR,1,4.685501635,3.853421702,3.020781108,0.001258433
YJR003C,YJR003C,Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis,1042,4,C,UR,1,1.897786383,1.919395755,1.923587413,0.001258597
YIL035C,CKA1,"Alpha catalytic subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases",2578,4,C,UR,1,2.028808709,1.867187067,2.005269637,0.001258914
YNL274C,GOR1,"Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1631,13,C,UR,1,0.429708036,0.558723615,0.721866495,0.00125904
YGR211W,ZPR1,"Essential protein with two zinc fingers, present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr1p; binds to translation elongation factor eEF-1 (Tef1p)",1211,27,C,UR,1,1.44261928,1.382834376,1.440749487,0.001265214
YPL101W,ELP4,"Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity",3384,2,C,UR,1,1.984204644,1.842528325,1.627811113,0.001268104
YDL132W,CDC53,"Cullin, structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation",682,12,C,UR,1,3.01263289,3.199421163,3.508345803,0.001269378
YDR036C,EHD3,"3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis",2600,7,C,UR,1,1.347910078,1.422765806,1.41136231,0.001270012
YOL025W,LAG2,"Protein that negatively regulates the SCF E3-ubiquitin ligase by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1",2084,1,C,UR,1,1.916243513,1.952270175,2.267615412,0.001270787
YPR145W,ASN1,"Asparagine synthetase, isozyme of Asn2p; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway",338,35,C,UR,1,0.669014146,0.6612442,0.600995247,0.001271746
YMR318C,ADH6,NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance,984,38,C,UR,1,1.191549091,1.199191152,1.331195096,0.001273884
YGL172W,NUP49,"Subunit of the Nsp1p-Nup57p-Nup49p-Nic96p subcomplex of the nuclear pore complex (NPC), required for nuclear export of ribosomes",320,19,C,UR,1,0.847648706,0.867068947,0.838666004,0.001283885
YMR125W,STO1,"Large subunit of the nuclear mRNA cap-binding protein complex, interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80",441,11,C,UR,1,2.037444865,1.737923956,1.514301685,0.001286735
YML111W,BUL2,"Component of the Rsp5p E3-ubiquitin ligase complex, involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions, functional homolog of BUL1",1785,3,C,UR,1,2.621685204,2.085317382,1.712359979,0.001289483
YER178W,PDA1,"E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex, catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose",607,37,C,UR,1,1.154122344,1.192849625,1.157711645,0.001290113
YMR114C,YMR114C,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene",3526,1,C,UR,1,1.170699483,1.53881408,2.506476458,0.001290538
YHR167W,THP2,"Subunit of the THO complex, which connects transcription elongation and mitotic recombination, and of the TREX complex, which is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance",2286,2,C,UR,1,0.599946343,0.645710743,0.567059553,0.001300161
YJL036W,SNX4,"Sorting nexin, involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX phosphoinositide-binding domain; forms complexes with Snx41p and with Atg20p",1775,10,C,UR,1,0.98827553,1.229081305,1.412473306,0.001305018
YDL148C,NOP14,"Nucleolar protein, forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA",2917,6,C,UR,1,2.718341587,1.865894899,1.68010687,0.001308584
YJL014W,CCT3,"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",952,40,C,UR,1,1.712005907,1.556137615,1.388551959,0.001309621
YDR145W,TAF12,"Subunit (61/68 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A",1932,10,C,UR,1,0.670982564,0.719253033,0.678690916,0.001310961
YOR271C,FSF1,"Putative protein, predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis",72,3,C,UR,1,2.224716375,1.877399997,1.78285994,0.001312311
YBR056W,YBR056W,Putative cytoplasmic protein of unknown function,2014,13,C,UR,1,1.203531096,1.757225089,2.577562638,0.001312913
YOR370C,MRS6,"Rab escort protein, forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene",3681,3,C,UR,1,2.581266106,2.108675973,1.780290516,0.001314915
YHR050W,SMF2,Divalent metal ion transporter involved in manganese homeostasis; has broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins,3469,1,C,UR,1,4.640841492,4.094220585,4.328872763,0.001318958
YBR031W,RPL4A,"N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl4Bp and has similarity to E. coli L4 and rat L4 ribosomal proteins",551,56,C,UR,1,0.936088701,0.774290587,0.69366423,0.001322568
YDR425W,SNX41,"Sorting nexin, involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p",43,3,C,UR,1,2.513647397,2.320762427,2.881530328,0.001323218
