"ORF","Reactome.term"
"YDL134C","Signaling by NTRK1 (TRKA)"
"YDL134C","Nuclear Events (kinase and transcription factor activation)"
"YDL134C","ERK/MAPK targets"
"YDL134C","Negative regulation of the PI3K/AKT network"
"YDL134C","ERKs are inactivated"
"YDL134C","Costimulation by the CD28 family"
"YDL134C","CTLA4 inhibitory signaling"
"YDL134C","Interleukin-17 signaling"
"YDL134C","Signaling by Interleukins"
"YDL134C","MAPK targets/ Nuclear events mediated by MAP kinases"
"YDL134C","MAP kinase activation"
"YDL134C","Mitotic G2-G2/M phases"
"YDL134C","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"YDL134C","Cyclin A/B1/B2 associated events during G2/M transition"
"YDL134C","G2/M Transition"
"YDL134C","Cell Cycle, Mitotic"
"YDL134C","Metabolism of RNA"
"YDL134C","Intracellular signaling by second messengers"
"YDL134C","Signaling by Receptor Tyrosine Kinases"
"YDL134C","Nonsense-Mediated Decay (NMD)"
"YDL134C","TRIF(TICAM1)-mediated TLR4 signaling "
"YDL134C","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
"YDL134C","MyD88 dependent cascade initiated on endosome"
"YDL134C","MyD88 cascade initiated on plasma membrane"
"YDL134C","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YDL135C","Signal Transduction"
"YDL135C","Signaling by Rho GTPases"
"YDL135C","Rho GTPase cycle"
"YDL136W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YDL136W","SRP-dependent cotranslational protein targeting to membrane"
"YDL136W","Metabolism of proteins"
"YDL136W","Eukaryotic Translation Initiation"
"YDL136W","Formation of a pool of free 40S subunits"
"YDL136W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YDL136W","Cap-dependent Translation Initiation"
"YDL136W","Translation"
"YDL136W","Metabolism of RNA"
"YDL136W","Nonsense-Mediated Decay (NMD)"
"YDL136W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YDL136W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YDL137W","Metabolism"
"YDL137W","PI Metabolism"
"YDL137W","Phospholipid metabolism"
"YDL137W","Synthesis of PIPs at the Golgi membrane"
"YDL137W","ER to Golgi Anterograde Transport"
"YDL137W","Membrane Trafficking"
"YDL137W","trans-Golgi Network Vesicle Budding"
"YDL137W","Metabolism of proteins"
"YDL137W","Golgi Associated Vesicle Biogenesis"
"YDL137W","Asparagine N-linked glycosylation"
"YDL137W","Metabolism of lipids"
"YDL137W","Vesicle-mediated transport"
"YDL137W","Post-translational protein modification"
"YDL137W","COPI-mediated anterograde transport"
"YDL137W","COPI-dependent Golgi-to-ER retrograde traffic"
"YDL137W","Intra-Golgi traffic"
"YDL137W","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YDL137W","Golgi-to-ER retrograde transport"
"YDL137W","Transport to the Golgi and subsequent modification"
"YDL140C","Formation of the Early Elongation Complex"
"YDL140C","Signal Transduction"
"YDL140C","Generic Transcription Pathway"
"YDL140C","Transcriptional Regulation by TP53"
"YDL140C","Nucleotide Excision Repair"
"YDL140C","RNA Polymerase II Pre-transcription Events"
"YDL140C","Formation of TC-NER Pre-Incision Complex"
"YDL140C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YDL140C","Dual incision in TC-NER"
"YDL140C","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YDL140C","TP53 Regulates Transcription of DNA Repair Genes"
"YDL140C","RNA polymerase II transcribes snRNA genes"
"YDL140C","mRNA Capping"
"YDL140C","RNA Polymerase II Promoter Escape"
"YDL140C","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YDL140C","RNA Polymerase II Transcription"
"YDL140C","DNA Repair"
"YDL140C","Gene expression (Transcription)"
"YDL140C","RNA Polymerase II Transcription Initiation"
"YDL140C","RNA Polymerase II Transcription Elongation"
"YDL140C","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YDL140C","RNA Pol II CTD phosphorylation and interaction with CE"
"YDL140C","ESR-mediated signaling"
"YDL140C","Metabolism of RNA"
"YDL140C","Signaling by Nuclear Receptors"
"YDL140C","Estrogen-dependent gene expression"
"YDL141W","Metabolism"
"YDL141W","Biotin transport and metabolism"
"YDL141W","Metabolism of water-soluble vitamins and cofactors"
"YDL141W","Metabolism of vitamins and cofactors"
"YDL142C","Metabolism"
"YDL142C","Acyl chain remodelling of PG"
"YDL142C","Synthesis of CL"
"YDL142C","Glycerophospholipid biosynthesis"
"YDL142C","Phospholipid metabolism"
"YDL142C","Metabolism of lipids"
"YDL143W","Chaperonin-mediated protein folding"
"YDL143W","Association of TriC/CCT with target proteins during biosynthesis"
"YDL143W","Protein folding"
"YDL143W","Metabolism of proteins"
"YDL143W","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding"
"YDL145C","ER to Golgi Anterograde Transport"
"YDL145C","Membrane Trafficking"
"YDL145C","Metabolism of proteins"
"YDL145C","Asparagine N-linked glycosylation"
"YDL145C","Vesicle-mediated transport"
"YDL145C","Post-translational protein modification"
"YDL145C","COPI-mediated anterograde transport"
"YDL145C","COPI-dependent Golgi-to-ER retrograde traffic"
"YDL145C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YDL145C","Golgi-to-ER retrograde transport"
"YDL145C","Transport to the Golgi and subsequent modification"
"YDL147W","Antigen processing-Cross presentation"
"YDL147W","Cross-presentation of soluble exogenous antigens (endosomes)"
"YDL147W","Cytokine Signaling in Immune system"
"YDL147W","Adaptive Immune System"
"YDL147W","Innate Immune System"
"YDL147W","Immune System"
"YDL147W","Metabolism of proteins"
"YDL147W","TNFR2 non-canonical NF-kB pathway"
"YDL147W","Deubiquitination"
"YDL147W","UCH proteinases"
"YDL147W","Ub-specific processing proteases"
"YDL147W","Post-translational protein modification"
"YDL147W","Neutrophil degranulation"
"YDL147W","Class I MHC mediated antigen processing & presentation"
"YDL148C","Major pathway of rRNA processing in the nucleolus and cytosol"
"YDL148C","rRNA processing"
"YDL148C","rRNA processing in the nucleus and cytosol"
"YDL148C","Metabolism of RNA"
"YDL149W","Macroautophagy"
"YDL149W","Autophagy"
"YDL150W","RNA Polymerase III Transcription"
"YDL150W","Gene expression (Transcription)"
"YDL150W","RNA Polymerase III Transcription Initiation"
"YDL150W","RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"YDL150W","RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"YDL153C","Major pathway of rRNA processing in the nucleolus and cytosol"
"YDL153C","rRNA processing"
"YDL153C","rRNA processing in the nucleus and cytosol"
"YDL153C","Metabolism of RNA"
"YDL155W","Adaptive Immune System"
"YDL155W","Cell Cycle"
"YDL155W","Immune System"
"YDL155W","Metabolism of proteins"
"YDL155W","Mitotic G1-G1/S phases"
"YDL155W","Post-translational protein modification"
"YDL155W","CDK-mediated phosphorylation and removal of Cdc6"
"YDL155W","Switching of origins to a post-replicative state"
"YDL155W","Cyclin E associated events during G1/S transition "
"YDL155W","G1/S Transition"
"YDL155W","Synthesis of DNA"
"YDL155W","S Phase"
"YDL155W","Cell Cycle, Mitotic"
"YDL155W","DNA Replication"
"YDL155W","Neddylation"
"YDL155W","Antigen processing: Ubiquitination & Proteasome degradation"
"YDL155W","Class I MHC mediated antigen processing & presentation"
"YDL159W","MAPK3 (ERK1) activation"
"YDL159W","RAF-independent MAPK1/3 activation"
"YDL159W","MAPK1 (ERK2) activation"
"YDL159W","Developmental Biology"
"YDL159W","Cytokine Signaling in Immune system"
"YDL159W","Signal Transduction"
"YDL159W","Signaling by NTRKs"
"YDL159W","Immune System"
"YDL159W","Prolonged ERK activation events"
"YDL159W","Frs2-mediated activation"
"YDL159W","Signaling by NTRK1 (TRKA)"
"YDL159W","Signalling to ERKs"
"YDL159W","L1CAM interactions"
"YDL159W","Axon guidance"
"YDL159W","Signal transduction by L1"
"YDL159W","RAF/MAP kinase cascade"
"YDL159W","MAP2K and MAPK activation"
"YDL159W","Negative feedback regulation of MAPK pathway"
"YDL159W","Negative regulation of MAPK pathway"
"YDL159W","MAPK family signaling cascades"
"YDL159W","MAPK1/MAPK3 signaling"
"YDL159W","Signaling by Receptor Tyrosine Kinases"
"YDL159W","FLT3 Signaling"
"YDL160C","Deadenylation-dependent mRNA decay"
"YDL160C","mRNA decay by 5' to 3' exoribonuclease"
"YDL160C","Metabolism of RNA"
"YDL161W","Membrane Trafficking"
"YDL161W","Vesicle-mediated transport"
"YDL161W","Cargo recognition for clathrin-mediated endocytosis"
"YDL161W","Clathrin-mediated endocytosis"
"YDL164C","Cell Cycle"
"YDL164C","Mismatch Repair"
"YDL164C","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"
"YDL164C","Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"
"YDL164C","Nucleotide Excision Repair"
"YDL164C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YDL164C","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YDL164C","Processive synthesis on the lagging strand"
"YDL164C","Lagging Strand Synthesis"
"YDL164C","DNA strand elongation"
"YDL164C","Synthesis of DNA"
"YDL164C","S Phase"
"YDL164C","Cell Cycle, Mitotic"
"YDL164C","DNA Replication"
"YDL164C","DNA Repair"
"YDL166C","Metabolism"
"YDL166C","Metabolism of nucleotides"
"YDL166C","Interconversion of nucleotide di- and triphosphates"
"YDL168W","Metabolism"
"YDL168W","Signal Transduction"
"YDL168W","Biological oxidations"
"YDL168W","Phase I - Functionalization of compounds"
"YDL168W","Abacavir transport and metabolism"
"YDL168W","Abacavir metabolism"
"YDL168W","Signaling by Retinoic Acid"
"YDL168W","RA biosynthesis pathway"
"YDL168W","Ethanol oxidation"
"YDL168W","Signaling by Nuclear Receptors"
"YDL178W","The citric acid (TCA) cycle and respiratory electron transport"
"YDL178W","Metabolism"
"YDL178W","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YDL178W","Interconversion of 2-oxoglutarate and 2-hydroxyglutarate"
"YDL185W","ROS and RNS production in phagocytes"
"YDL185W","Signal Transduction"
"YDL185W","Innate Immune System"
"YDL185W","Immune System"
"YDL185W","Cellular responses to stress"
"YDL185W","Transport of small molecules"
"YDL185W","Signaling by Insulin receptor"
"YDL185W","Insulin receptor recycling"
"YDL185W","Cellular responses to external stimuli"
"YDL185W","Signaling by Receptor Tyrosine Kinases"
"YDL185W","Iron uptake and transport"
"YDL185W","Transferrin endocytosis and recycling"
"YDL185W","Amino acids regulate mTORC1"
"YDL190C","Adaptive Immune System"
"YDL190C","Immune System"
"YDL190C","Antigen processing: Ubiquitination & Proteasome degradation"
"YDL190C","Class I MHC mediated antigen processing & presentation"
"YDL191W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YDL191W","SRP-dependent cotranslational protein targeting to membrane"
"YDL191W","Metabolism of proteins"
"YDL191W","Eukaryotic Translation Initiation"
"YDL191W","Formation of a pool of free 40S subunits"
"YDL191W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YDL191W","Cap-dependent Translation Initiation"
"YDL191W","Translation"
"YDL191W","Metabolism of RNA"
"YDL191W","Nonsense-Mediated Decay (NMD)"
"YDL191W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YDL191W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YDL192W","Metabolism"
"YDL192W","PI Metabolism"
"YDL192W","Phospholipid metabolism"
"YDL192W","Synthesis of PIPs at the Golgi membrane"
"YDL192W","ER to Golgi Anterograde Transport"
"YDL192W","Membrane Trafficking"
"YDL192W","Metabolism of proteins"
"YDL192W","Asparagine N-linked glycosylation"
"YDL192W","Metabolism of lipids"
"YDL192W","Vesicle-mediated transport"
"YDL192W","Post-translational protein modification"
"YDL192W","COPI-mediated anterograde transport"
"YDL192W","COPI-dependent Golgi-to-ER retrograde traffic"
"YDL192W","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YDL192W","Golgi-to-ER retrograde transport"
"YDL192W","Transport to the Golgi and subsequent modification"
"YDL193W","Metabolism of proteins"
"YDL193W","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"YDL193W","Synthesis of Dolichyl-phosphate"
"YDL193W","Asparagine N-linked glycosylation"
"YDL193W","Synthesis of substrates in N-glycan biosythesis"
"YDL193W","Post-translational protein modification"
"YDL195W","ER to Golgi Anterograde Transport"
"YDL195W","Membrane Trafficking"
"YDL195W","COPII-mediated vesicle transport"
"YDL195W","Metabolism of proteins"
"YDL195W","Asparagine N-linked glycosylation"
"YDL195W","Vesicle-mediated transport"
"YDL195W","Post-translational protein modification"
"YDL195W","Transport to the Golgi and subsequent modification"
"YDL205C","Metabolism"
"YDL205C","Metabolism of porphyrins"
"YDL205C","Heme biosynthesis"
"YDL226C","Membrane Trafficking"
"YDL226C","Vesicle-mediated transport"
"YDL226C","COPI-dependent Golgi-to-ER retrograde traffic"
"YDL226C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YDL226C","Golgi-to-ER retrograde transport"
"YDL229W","Innate Immune System"
"YDL229W","Immune System"
"YDL229W","Membrane Trafficking"
"YDL229W","Cellular responses to stress"
"YDL229W","Regulation of HSF1-mediated heat shock response"
"YDL229W","HSP90 chaperone cycle for steroid hormone receptors (SHR)"
"YDL229W","Cellular response to heat stress"
"YDL229W","Attenuation phase"
"YDL229W","HSF1-dependent transactivation"
"YDL229W","Vesicle-mediated transport"
"YDL229W","Neutrophil degranulation"
"YDL229W","Clathrin-mediated endocytosis"
"YDL229W","Cellular responses to external stimuli"
"YDL230W","Innate Immune System"
"YDL230W","Immune System"
"YDL230W","Neutrophil degranulation"
"YDL234C","Membrane Trafficking"
"YDL234C","Vesicle-mediated transport"
"YDL234C","TBC/RABGAPs"
"YDL234C","Rab regulation of trafficking"
"YDL238C","Metabolism"
"YDL238C","Metabolism of nucleotides"
"YDL238C","Purine catabolism"
"YDL238C","Nucleobase catabolism"
"YDL246C","Metabolism"
"YDL246C","Fructose metabolism"
"YDL246C","Fructose biosynthesis"
"YDL246C","Formation of xylulose-5-phosphate"
"YDL246C","Metabolism of carbohydrates"
"YDR005C","PIP3 activates AKT signaling"
"YDR005C","Signal Transduction"
"YDR005C","PTEN Regulation"
"YDR005C","Regulation of PTEN gene transcription"
"YDR005C","Intracellular signaling by second messengers"
"YDR012W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YDR012W","SRP-dependent cotranslational protein targeting to membrane"
"YDR012W","Metabolism of proteins"
"YDR012W","Eukaryotic Translation Initiation"
"YDR012W","Formation of a pool of free 40S subunits"
"YDR012W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YDR012W","Cap-dependent Translation Initiation"
"YDR012W","Translation"
"YDR012W","Metabolism of RNA"
"YDR012W","Nonsense-Mediated Decay (NMD)"
"YDR012W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YDR012W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YDR013W","Cell Cycle"
"YDR013W","Unwinding of DNA"
"YDR013W","DNA strand elongation"
"YDR013W","Synthesis of DNA"
"YDR013W","S Phase"
"YDR013W","Cell Cycle, Mitotic"
"YDR013W","DNA Replication"
"YDR017C","Metabolism"
"YDR017C","Inositol phosphate metabolism"
"YDR017C","Synthesis of pyrophosphates in the cytosol"
"YDR017C","Synthesis of IPs in the nucleus"
"YDR018C","Metabolism"
"YDR018C","Acyl chain remodeling of CL"
"YDR018C","Acyl chain remodelling of PG"
"YDR018C","Synthesis of PA"
"YDR018C","Glycerophospholipid biosynthesis"
"YDR018C","Phospholipid metabolism"
"YDR018C","Metabolism of lipids"
"YDR019C","Metabolism"
"YDR019C","Glyoxylate metabolism and glycine degradation"
"YDR019C","Glycine degradation"
"YDR019C","Metabolism of amino acids and derivatives"
"YDR020C","Metabolism"
"YDR020C","Metabolism of nucleotides"
"YDR020C","Pyrimidine salvage"
"YDR020C","Nucleotide salvage"
"YDR021W","Metabolism of RNA"
"YDR021W","Nonsense-Mediated Decay (NMD)"
"YDR021W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YDR025W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YDR025W","SRP-dependent cotranslational protein targeting to membrane"
"YDR025W","Metabolism of proteins"
"YDR025W","Eukaryotic Translation Initiation"
"YDR025W","Formation of a pool of free 40S subunits"
